MSE,ICP rX,ICP rY,ICP rZ,GT rX,GT rY,GT rZ
0.000932765,31.5133,14.202,-3.4469,-3.54772,32.7243,-4.79194
0.000851365,31.4968,14.1147,-3.35462,-3.87085,32.9328,-4.91515
0.000727784,31.2624,13.9977,-3.30524,-4.24126,33.1164,-5.27373
0.00104324,30.898,13.8507,-3.3795,-4.24664,33.2997,-4.88859
0.000985832,30.948,13.7719,-3.28422,-4.18413,33.351,-4.35726
0.000986828,31.7462,13.813,-2.95098,-4.89423,33.7624,-5.74869
0.00115043,31.574,13.7733,-2.99781,-5.11737,33.9172,-5.96551
0.00283996,30.5175,13.7685,-3.28607,-4.65172,34.0218,-4.83831
0.000990144,30.1251,13.7028,-3.62166,-4.66413,34.183,-4.71498
0.000675298,30.2791,13.8027,-3.52976,-4.82055,34.3445,-5.0637
0.00146388,29.6894,13.6402,-3.81354,-5.03509,34.307,-5.3709
0.00123148,29.1541,13.5589,-4.14212,-4.95293,34.3947,-4.93943
0.00109329,28.7768,13.6268,-4.17022,-5.07855,34.5058,-5.00142
0.0012593,28.0602,13.6485,-4.19451,-5.17348,34.588,-4.80484
0.00164653,27.3367,13.706,-4.34266,-4.97019,34.5756,-4.13425
0.00102173,26.9081,13.7349,-4.59315,-4.95869,34.7295,-3.95949
0.00156831,26.1482,13.8261,-4.54152,-5.07634,34.8089,-3.82907
0.00151538,25.4135,13.8731,-4.61307,-4.96607,34.9149,-3.24047
0.00123769,25.0205,13.9546,-4.58843,-5.07461,35.1178,-3.20459
0.00248001,24.1736,13.9178,-4.68676,-5.04258,35.2794,-2.76298
0.00181212,23.2404,13.8978,-4.81606,-4.88415,35.5827,-2.21746
0.00146048,22.4418,13.8398,-4.82795,-4.58116,35.8148,-1.5797
0.00176069,21.4225,13.8149,-4.94296,-4.29053,36.0164,-0.770732
0.00117932,20.9057,13.8453,-5.18236,-4.19517,36.2818,-0.505998
0.000907305,20.566,13.8228,-5.37961,-4.26141,36.6188,-0.597156
0.000911492,20.1687,13.8802,-5.39254,-4.4958,36.7151,-0.689057
0.000676361,19.931,13.9857,-5.62789,-4.82783,36.9636,-1.20412
0.000678641,19.7666,14.159,-5.74722,-4.77406,37.1422,-1.22832
0.00112199,19.2158,14.241,-6.36313,-4.44497,37.343,-0.868097
0.000780009,18.3514,14.3204,-6.6612,-3.98709,37.5227,-0.0339136
0.000720193,17.7693,14.4086,-7.18715,-3.50165,37.8028,0.507183
0.00098827,17.0031,14.5226,-7.53876,-3.15603,38.1611,0.920293
0.000880952,15.9568,14.4817,-8.20641,-2.54104,38.4359,1.97954
0.000581265,15.7191,14.5162,-8.5875,-2.57852,38.9271,1.6429
0.000775046,15.1621,14.5541,-9.00163,-2.12351,39.2187,2.22038
0.000577192,14.6325,14.5474,-9.30825,-1.96404,39.5345,2.63796
0.000601741,14.6801,14.5713,-9.61876,-1.95407,39.9224,2.42095
0.000452001,14.6828,14.6001,-9.7937,-2.10462,40.2341,2.15225
0.000536309,14.3143,14.5407,-9.97371,-1.91317,40.6021,2.15788
0.000676265,13.8853,14.4624,-10.3636,-1.98098,40.868,2.46716
0.000602149,14.4971,14.5193,-10.1057,-2.73904,41.2591,1.20673
0.000632145,15.0344,14.4792,-10.1571,-3.36969,41.6264,0.217418
0.000639144,14.678,14.376,-10.2283,-3.6049,41.8772,0.251538
0.00129108,14.3887,14.0794,-10.2389,-4.30375,42.65,-0.419018
0.00108891,13.3235,13.7829,-10.2669,-4.15321,42.9395,0.481963
0.000810646,12.4231,13.4508,-10.462,-3.93821,43.4283,1.22753
0.000707636,11.9439,13.0853,-10.6777,-4.14786,43.931,1.35927
0.000733406,11.5399,12.7168,-10.8115,-4.33488,44.4838,1.46837
0.00134902,10.8433,12.3156,-11.3234,-4.34715,45.0703,1.85968
0.00123573,9.8681,11.9407,-11.1855,-3.92288,45.5781,2.72194
0.00119609,9.02764,11.5025,-11.3353,-3.84207,46.0994,3.18863
0.00155223,8.16704,10.9361,-11.6381,-3.31613,46.74,4.06939
0.00118142,8.01269,10.4933,-11.8125,-3.64765,47.3961,4.14571
0.000894414,8.16995,10.1032,-11.8441,-4.40348,48.0351,3.26088
0.00196304,7.3643,9.76766,-11.8473,-4.12807,48.5612,3.98293
